06.06.2025                                                                                  Dynamic List Display                                                                                                                                           1


	/BIC/MD_CUS	OBJVERS	CHANGED	/BIC/MD_C_ALT	/BIC/MD_EM_BD	/BIC/MD_CU_MS	/BIC/MD_EM_GN	/BIC/MD_EM_EM	/BIC/MD_CU_YI	/BIC/MD_CU_ED	/BIC/MD_CU_OC	/BIC/MD_CU_HO	/BIC/MD_CU_NC	/BIC/MD_AD	/BIC/MD_PH
	      27839	A		AW00027839	26.04.1975	M	F	SUSAN12@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	4444 PEPPERIDGE WAY	1 (11) 500 555-0131
	      27840	A		AW00027840	16.03.1973	S	M	JOHN38@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00001	           2	40, PLACE DE FONTENOY	1 (11) 500 555-0123
	      27841	A		AW00027841	09.02.1962	M	M	GERALD33@ADVENTURE-WORKS.COM	  20.000,000	GRADUATE DEGREE	CLERICAL	        00001	           0	2235 CRAIG DRIVE	1 (11) 500 555-0148
	      27842	A		AW00027842	05.05.1961	M	F	EVELYN7@ADVENTURE-WORKS.COM	  10.000,000	BACHELORS	MANUAL	        00001	           0	4635 WOODSIDE COURT	1 (11) 500 555-0153
	      27843	A		AW00027843	15.08.1935	S	M	GERALD18@ADVENTURE-WORKS.COM	  20.000,000	GRADUATE DEGREE	CLERICAL	        00000	           0	HUSEMANN STRA?E 4424	1 (11) 500 555-0177
	      27844	A		AW00027844	26.10.1936	M	M	ARTURO3@ADVENTURE-WORKS.COM	  10.000,000	GRADUATE DEGREE	CLERICAL	        00001	           0	936, RUE L?O DELIBES	1 (11) 500 555-0182
	      27845	A		AW00027845	04.03.1962	S	M	ANGEL42@ADVENTURE-WORKS.COM	  30.000,000	GRADUATE DEGREE	CLERICAL	        00000	           0	48, RUE MONTCALM	1 (11) 500 555-0117
	      27846	A		AW00027846	14.09.1962	M	M	ALBERT21@ADVENTURE-WORKS.COM	  30.000,000	GRADUATE DEGREE	CLERICAL	        00001	           0	8011, RUE DE CAMBRAI	1 (11) 500 555-0194
	      27847	A		AW00027847	26.10.1957	M	F	KRISTINA11@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL COLLEGE	MANUAL	        00000	           0	2096 BLACKWOOD DRIVE	1 (11) 500 555-0117
	      27848	A		AW00027848	25.08.1956	M	M	FERNANDO37@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL COLLEGE	MANUAL	        00001	           0	1797 VICTORY LANE	1 (11) 500 555-0184
	      27849	A		AW00027849	05.05.1955	M	M	DALTON31@ADVENTURE-WORKS.COM	  20.000,000	BACHELORS	CLERICAL	        00001	           0	3738, CHAUSS?E DE TOURNAI	1 (11) 500 555-0111
	      27850	A		AW00027850	11.01.1955	S	M	JASON43@ADVENTURE-WORKS.COM	  20.000,000	BACHELORS	CLERICAL	        00000	           0	48BIS, BOULEVARD DU MONTPARNASSE	1 (11) 500 555-0140
	      27851	A		AW00027851	04.01.1938	M	F	DIANA0@ADVENTURE-WORKS.COM	  20.000,000	BACHELORS	CLERICAL	        00000	           0	9554, RUE DES PYRENEES	1 (11) 500 555-0154
	      27852	A		AW00027852	22.04.1939	M	M	JAMIE39@ADVENTURE-WORKS.COM	  20.000,000	BACHELORS	CLERICAL	        00001	           0	1394 FIRESTONE	1 (11) 500 555-0117
	      27853	A		AW00027853	15.09.1940	S	F	AMY26@ADVENTURE-WORKS.COM	  10.000,000	BACHELORS	CLERICAL	        00000	           1	9944/998, RUE FAUBOURG ST ANTOINE	1 (11) 500 555-0152
	      27854	A		AW00027854	11.07.1941	S	M	MARC25@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL COLLEGE	MANUAL	        00001	           1	757, RUE DE LA CENTENAIRE	1 (11) 500 555-0152
	      27855	A		AW00027855	22.12.1941	S	F	LISA13@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00000	           0	CARLSPLATZ 45	1 (11) 500 555-0112
	      27856	A		AW00027856	14.01.1941	M	F	BONNIE9@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00001	           0	7744 LACORSO DRIVE	1 (11) 500 555-0187
	      27857	A		AW00027857	23.02.1942	S	F	BRANDI7@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL COLLEGE	MANUAL	        00000	           1	6, RUE L?O DELIBES	1 (11) 500 555-0153
	      27858	A		AW00027858	02.11.1942	S	F	ANDERS0@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL COLLEGE	MANUAL	        00000	           1	ALDERSTR 8139	685-555-0100
	      27859	A		AW00027859	25.12.1942	M	M	DANNY19@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00001	           0	AM KREUZ 4164	1 (11) 500 555-0168
	      27860	A		AW00027860	21.06.1980	M	M	HECTOR20@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL COLLEGE	MANUAL	        00001	           1	7640 FIRST AVE.	1 (11) 500 555-0115
	      27861	A		AW00027861	21.01.1980	S	F	KAREN28@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL COLLEGE	MANUAL	        00001	           1	478 MCFAUL DRIVE	1 (11) 500 555-0112
	      27862	A		AW00027862	10.08.1979	M	F	JOANNA7@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL COLLEGE	MANUAL	        00001	           1	5416 THORNWOOD DR.	1 (11) 500 555-0194
	      27863	A		AW00027863	25.07.1980	M	F	CAROLYN24@ADVENTURE-WORKS.COM	  20.000,000	BACHELORS	CLERICAL	        00000	           0	746 WHITEABEN DRIVE	1 (11) 500 555-0167
	      27864	A		AW00027864	23.05.1980	S	M	SHAUN7@ADVENTURE-WORKS.COM	  20.000,000	BACHELORS	CLERICAL	        00001	           0	8819 CAMINO NORTE	1 (11) 500 555-0145
	      27865	A		AW00027865	28.07.1977	M	F	DESTINY62@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00001	           2	7045 CREEKSIDE DRIVE	1 (11) 500 555-0155
	      27866	A		AW00027866	19.10.1977	S	M	SERGIO12@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           2	5232 FOURTH ST.	1 (11) 500 555-0187
	      27867	A		AW00027867	05.05.1976	M	M	ALBERTO15@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00001	           2	9597 SWEENEY ROAD	1 (11) 500 555-0126
	      27868	A		AW00027868	13.09.1976	S	F	JESSIE40@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           0	3883 PHEASANT CT.	1 (11) 500 555-0113
	      27869	A		AW00027869	09.06.1976	S	F	SHAWNA11@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00001	           0	4480 N. LANKY LANE	1 (11) 500 555-0170
	      27870	A		AW00027870	18.07.1979	S	M	RYAN44@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00001	           0	3966 MAHOGANY WAY	1 (11) 500 555-0178
	      27871	A		AW00027871	14.03.1979	M	F	FAITH37@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           0	6980 TANAGER CIRCLE	1 (11) 500 555-0159
	      27872	A		AW00027872	02.02.1979	S	M	IVAN14@ADVENTURE-WORKS.COM	  20.000,000	BACHELORS	CLERICAL	        00001	           0	4021 ROSEMARIE PLACE	1 (11) 500 555-0192
	      27873	A		AW00027873	03.04.1978	M	F	DAWN14@ADVENTURE-WORKS.COM	  20.000,000	BACHELORS	CLERICAL	        00001	           0	5551 ORINDA COURT	1 (11) 500 555-0149
	      27874	A		AW00027874	18.06.1978	S	M	RANDY12@ADVENTURE-WORKS.COM	  20.000,000	BACHELORS	CLERICAL	        00001	           0	P .O. BOX 2162	1 (11) 500 555-0116
	      27875	A		AW00027875	20.09.1977	S	F	PAMELA6@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00001	           0	4147 ALAMO COURT	1 (11) 500 555-0128
	      27876	A		AW00027876	13.05.1977	M	M	WILLIE21@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           0	5990 CURLETTO DRIVE	1 (11) 500 555-0143
	      27877	A		AW00027877	16.02.1977	S	F	REBEKAH33@ADVENTURE-WORKS.COM	  20.000,000	BACHELORS	CLERICAL	        00000	           0	2028 REVISION DR.	1 (11) 500 555-0173
	      27878	A		AW00027878	12.12.1977	S	M	DENNIS20@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00000	           0	6790 LOMA LINDA	1 (11) 500 555-0171
	      27879	A		AW00027879	04.05.1977	M	M	KELVIN12@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00000	           0	4657 ROUNDHOUSE PLACE	1 (11) 500 555-0188
	      27880	A		AW00027880	12.08.1943	S	M	CURTIS17@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	CLERICAL	        00000	           0	4252 ALPINE RD.	1 (11) 500 555-0161
	      27881	A		AW00027881	07.04.1961	S	M	RAUL16@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00000	           0	33, PLACE DE LA R?PUBLIQUE	1 (11) 500 555-0134
	      27882	A		AW00027882	27.07.1961	M	M	FRANKLIN18@ADVENTURE-WORKS.COM	  30.000,000	GRADUATE DEGREE	CLERICAL	        00001	           0	BUERGERMEISTER-ULRICH-STR 123	1 (11) 500 555-0127
	      27883	A		AW00027883	06.05.1961	S	M	MARC7@ADVENTURE-WORKS.COM	  30.000,000	GRADUATE DEGREE	CLERICAL	        00001	           0	KULMER STRA?E 22	1 (11) 500 555-0147
	      27884	A		AW00027884	06.08.1961	M	F	JILL16@ADVENTURE-WORKS.COM	  30.000,000	GRADUATE DEGREE	CLERICAL	        00001	           0	POSTENWEG 2428	1 (11) 500 555-0124
	      27885	A		AW00027885	21.08.1961	M	M	MARVIN12@ADVENTURE-WORKS.COM	  30.000,000	GRADUATE DEGREE	CLERICAL	        00000	           0	438 MT. ETNA	1 (11) 500 555-0111
	      27886	A		AW00027886	24.09.1960	S	F	DENISE19@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00001	           1	80, AVENUE DE MALAKOFF	1 (11) 500 555-0116
	      27887	A		AW00027887	07.09.1960	S	M	EUGENE4@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           1	338, RUE FAUBOURG ST ANTOINE	1 (11) 500 555-0168
	      27888	A		AW00027888	14.06.1960	S	F	TINA21@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           1	39, PLACE DE FONTENOY	1 (11) 500 555-0180
	      27889	A		AW00027889	22.05.1960	S	F	JODI3@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           1	54, AVENUE DU PORT	1 (11) 500 555-0126
	      27890	A		AW00027890	10.08.1960	S	M	KYLE30@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00000	           0	7367 WALTERS WAY	1 (11) 500 555-0185
	      27891	A		AW00027891	22.10.1960	M	M	CARLOS13@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00000	           0	8711 PEPPER DR.	1 (11) 500 555-0193
	      27892	A		AW00027892	11.10.1960	M	F	ISABELLA26@ADVENTURE-WORKS.COM	  30.000,000	GRADUATE DEGREE	CLERICAL	        00000	           0	9355 SLOW CREEK ROAD	1 (11) 500 555-0188
	      27893	A		AW00027893	21.11.1959	S	M	CLINTON2@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           1	98, RUE DES BERGES	1 (11) 500 555-0151
	      27894	A		AW00027894	06.08.1959	S	M	GERALD35@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00001	           1	7144 FLAGSTONE WAY	1 (11) 500 555-0182
	      27895	A		AW00027895	07.03.1958	S	M	COLIN35@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00000	           1	876, RUE DE BERRI	1 (11) 500 555-0131
	      27896	A		AW00027896	27.09.1960	M	M	ORLANDO11@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00001	           0	9564 PENNSYLVANIA BLVD.	1 (11) 500 555-0181
	      27897	A		AW00027897	08.09.1960	M	F	ROBIN4@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00001	           0	RYKESTR 8105	1 (11) 500 555-0179
	      27898	A		AW00027898	08.06.1960	M	F	TRINITY12@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00001	           0	4, RUE PHILIBERT-DELORME	1 (11) 500 555-0169
	      27899	A		AW00027899	03.10.1959	S	F	MANDY14@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00001	           0	44, RUE DU D?PART	1 (11) 500 555-0197
	      27900	A		AW00027900	20.06.1959	S	F	TONI9@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00001	           0	VIKTORIA-LUISE-PLATZ 576	1 (11) 500 555-0160
	      27901	A		AW00027901	19.08.1959	M	F	MARIAH33@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	CLERICAL	        00001	           0	7865 MT. DIABLO ST	1 (11) 500 555-0138
	      27902	A		AW00027902	05.07.1959	S	F	CAROLYN29@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	CLERICAL	        00000	           0	DUNCKERSTR 4825	1 (11) 500 555-0134
	      27903	A		AW00027903	19.08.1970	M	F	JANELLE0@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           1	6268, CHAUSS?E DE TOURNAI	1 (11) 500 555-0152
	      27904	A		AW00027904	09.09.1970	M	M	ANDRE11@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           1	194 BARBERRY COURT	1 (11) 500 555-0121
	      27905	A		AW00027905	12.09.1970	S	M	MARIO19@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00000	           0	8349 ROXBURY DRIVE	1 (11) 500 555-0162
	      27906	A		AW00027906	17.04.1970	M	M	GILBERT1@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	MANUAL	        00001	           0	8247 CRESCENT AVENUE	1 (11) 500 555-0170
	      27907	A		AW00027907	17.04.1970	S	M	MICHAEL41@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00000	           1	RT. 470 BOX A	1 (11) 500 555-0113
	      27908	A		AW00027908	05.11.1970	S	F	ADRIANA21@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00000	           1	KNAACKSTR 956	1 (11) 500 555-0127
	      27909	A		AW00027909	13.11.1970	S	F	MAYRA11@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	MANUAL	        00000	           1	8079 PRECIPICE DRIVE	1 (11) 500 555-0119
	      27910	A		AW00027910	12.02.1943	M	M	ARTURO9@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           2	KNAACKSTR 2	1 (11) 500 555-0129
	      27911	A		AW00027911	07.02.1976	S	M	ROBERT66@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	8436 L ST.	237-555-0192
	      27912	A		AW00027912	10.03.1976	M	F	CAITLIN5@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	3304 EAST NARROWS DRIVE	280-555-0149
	      27913	A		AW00027913	21.12.1976	M	F	BRITTNEY18@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	7861 YOSEMITE DR.	736-555-0130
	      27914	A		AW00027914	10.08.1974	S	F	JASMINE55@ADVENTURE-WORKS.COM	  50.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	419 MILLS DR.	131-555-0177
	      27915	A		AW00027915	25.04.1974	S	F	JORDAN43@ADVENTURE-WORKS.COM	  50.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	5310 BUENA VISTA AVE.	457-555-0134
	      27916	A		AW00027916	19.03.1974	S	M	AARON43@ADVENTURE-WORKS.COM	  50.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	3450 RIO GRANDE DR.	180-555-0167
	      27917	A		AW00027917	02.11.1973	S	F	ANDREA4@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	5405 GLENELLEN COURT	203-555-0110
	      27918	A		AW00027918	19.08.1972	M	F	SAMANTHA29@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           2	1433 MANILA AVENUE	956-555-0151
	      27919	A		AW00027919	20.10.1972	S	M	RYAN33@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           2	7512 SANFORD STREET	505-555-0116
	      27920	A		AW00027920	19.12.1972	S	F	MARY39@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           2	8157 W. BUCHANAN	120-555-0183
	      27921	A		AW00027921	10.04.1953	M	F	SYDNEY32@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	5425 HIGHLAND CIRCLE	287-555-0110
	      27922	A		AW00027922	14.06.1953	M	F	ISABELLA50@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	233 HEIGHTS AVE.	557-555-0146
	      27923	A		AW00027923	19.09.1958	S	M	DOUGLAS10@ADVENTURE-WORKS.COM	 130.000,000	BACHELORS	MANAGEMENT	        00000	           4	PASCALSTR 241	1 (11) 500 555-0112
	      27924	A		AW00027924	25.05.1957	S	M	JEFFERY18@ADVENTURE-WORKS.COM	 130.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           2	POSTENWEG 2428	1 (11) 500 555-0135
	      27925	A		AW00027925	10.02.1957	S	M	ADAM12@ADVENTURE-WORKS.COM	 150.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           4	4799 BUENA VISTA	1 (11) 500 555-0118
	      27926	A		AW00027926	07.01.1956	S	M	EDUARDO35@ADVENTURE-WORKS.COM	 100.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           4	10, RUE DES VENDANGEURS	1 (11) 500 555-0178
	      27927	A		AW00027927	04.04.1956	M	M	OMAR10@ADVENTURE-WORKS.COM	 120.000,000	PARTIAL HIGH SCHOOL	PROFESSIONAL	        00000	           4	9038 IDA DRIVE	1 (11) 500 555-0147
	      27928	A		AW00027928	08.06.1956	S	F	DIANNE0@ADVENTURE-WORKS.COM	 160.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           2	1574 HUDSON AVE.	204-555-0100
	      27929	A		AW00027929	28.06.1956	S	M	ROSS7@ADVENTURE-WORKS.COM	 170.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           4	8390 E. 32ND STREET	1 (11) 500 555-0151
	      27930	A		AW00027930	24.10.1955	S	M	CLARENCE24@ADVENTURE-WORKS.COM	 110.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           4	KALKWEG 4435	1 (11) 500 555-0158
	      27931	A		AW00027931	18.07.1955	M	F	TABITHA2@ADVENTURE-WORKS.COM	 110.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           4	WERTHEIMER STRA?E 899	1 (11) 500 555-0171
	      27932	A		AW00027932	15.07.1955	S	F	LESLIE3@ADVENTURE-WORKS.COM	 110.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           4	AM KREUZ 950	1 (11) 500 555-0111
	      27933	A		AW00027933	19.02.1954	S	F	AMBER0@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           2	9363, RUE SAINT-LAZARE	1 (11) 500 555-0131
	      27934	A		AW00027934	10.12.1944	M	F	LANNA0@ADVENTURE-WORKS.COM	  70.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           2	70, RUE DE CAMBRAI	962-555-0100
	      27935	A		AW00027935	23.04.1945	M	M	JOHNNY17@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL HIGH SCHOOL	SKILLED MANUAL	        00001	           3	62, COURS MIRABEAU	1 (11) 500 555-0137
	      27936	A		AW00027936	07.07.1945	M	M	BRUCE22@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL HIGH SCHOOL	SKILLED MANUAL	        00000	           4	2080, QUAI DE GRENELLE	1 (11) 500 555-0135
	      27937	A		AW00027937	22.05.1945	S	F	KRISTINE6@ADVENTURE-WORKS.COM	  90.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           2	AM GALLBERG 2345	1 (11) 500 555-0146
	      27938	A		AW00027938	26.03.1945	S	M	RICKY17@ADVENTURE-WORKS.COM	 130.000,000	BACHELORS	MANAGEMENT	        00000	           4	1226 LINDEN LANE	1 (11) 500 555-0117
	      27939	A		AW00027939	20.12.1945	M	M	LAWRENCE8@ADVENTURE-WORKS.COM	 130.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           4	7386 IRONWOOD DRIVE	1 (11) 500 555-0174
	      27940	A		AW00027940	28.10.1946	S	M	ROSS37@ADVENTURE-WORKS.COM	 130.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           4	622 MEDINA DR.	1 (11) 500 555-0183
	      27941	A		AW00027941	09.06.1953	M	F	MARGARET9@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	HOCHSTR 8444	1 (11) 500 555-0172
	      27942	A		AW00027942	22.06.1954	S	M	MARVIN3@ADVENTURE-WORKS.COM	  90.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           1	777, RUE DE TERRE NEUVE	1 (11) 500 555-0184
	      27943	A		AW00027943	19.10.1954	S	F	SABRINA2@ADVENTURE-WORKS.COM	 120.000,000	PARTIAL HIGH SCHOOL	PROFESSIONAL	        00000	           2	PFLUGSTR 2525	1 (11) 500 555-0123
	      27944	A		AW00027944	10.12.1954	S	M	DALTON85@ADVENTURE-WORKS.COM	 120.000,000	PARTIAL HIGH SCHOOL	PROFESSIONAL	        00000	           2	K?NIGSTEINER STRA?E 109	1 (11) 500 555-0173
	      27945	A		AW00027945	12.04.1954	S	F	CHRISTINE8@ADVENTURE-WORKS.COM	 130.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           1	4750 BAY VIEW DR.	1 (11) 500 555-0138
	      27946	A		AW00027946	03.05.1954	M	F	KATIE14@ADVENTURE-WORKS.COM	 170.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           4	9355 STANLEY DOLLAR DR.	1 (11) 500 555-0195
	      27947	A		AW00027947	10.10.1953	S	F	ALISON13@ADVENTURE-WORKS.COM	 110.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           2	HANSAALLEE 2	1 (11) 500 555-0119
	      27948	A		AW00027948	26.07.1953	M	M	CATHY0@ADVENTURE-WORKS.COM	 120.000,000	BACHELORS	MANAGEMENT	        00001	           2	MARKETPLATZ 75	756-555-0100
	      27949	A		AW00027949	26.02.1953	S	M	JASON17@ADVENTURE-WORKS.COM	 170.000,000	BACHELORS	MANAGEMENT	        00000	           3	4035 RED MAPLE CT	1 (11) 500 555-0118
	      27950	A		AW00027950	28.04.1952	M	M	SHANNON40@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	74, RUE DESCARTES	1 (11) 500 555-0122
	      27951	A		AW00027951	12.07.1952	S	M	ROY31@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           2	839, RUE MAZAGRAN	1 (11) 500 555-0142
	      27952	A		AW00027952	21.06.1952	M	M	ROY21@ADVENTURE-WORKS.COM	  90.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           2	HABERSTR 900	1 (11) 500 555-0124
	      27953	A		AW00027953	14.05.1952	M	F	MARIE16@ADVENTURE-WORKS.COM	 160.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	4003 SUGARLAND CIRCLE	1 (11) 500 555-0159
	      27954	A		AW00027954	02.08.1951	S	F	BRENDA14@ADVENTURE-WORKS.COM	  80.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           3	87, RUE DES VENDANGEURS	1 (11) 500 555-0121
	      27955	A		AW00027955	28.05.1951	M	M	RAMON6@ADVENTURE-WORKS.COM	 130.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           3	62 YOLANDA CIRCLE	1 (11) 500 555-0181
	      27956	A		AW00027956	14.04.1951	M	M	TERRENCE11@ADVENTURE-WORKS.COM	 130.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           3	5050 MT. DIABLO ST.	1 (11) 500 555-0151
	      27957	A		AW00027957	20.02.1951	S	F	TABITHA0@ADVENTURE-WORKS.COM	 130.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           3	2870 PARK GLENN	1 (11) 500 555-0141
	      27958	A		AW00027958	23.08.1951	S	M	MARCUS20@ADVENTURE-WORKS.COM	 150.000,000	BACHELORS	MANAGEMENT	        00000	           3	101, AVENUE DE LA GARE	1 (11) 500 555-0147
	      27959	A		AW00027959	12.09.1950	S	M	ARMANDO17@ADVENTURE-WORKS.COM	 110.000,000	PARTIAL COLLEGE	MANAGEMENT	        00000	           2	LIEBLINGSWEG 245	1 (11) 500 555-0117
	      27960	A		AW00027960	22.11.1950	M	M	RANDALL9@ADVENTURE-WORKS.COM	 110.000,000	PARTIAL COLLEGE	MANAGEMENT	        00001	           2	HANSAALLEE 57	1 (11) 500 555-0116
	      27961	A		AW00027961	24.05.1949	M	M	ALEJANDRO22@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL HIGH SCHOOL	SKILLED MANUAL	        00001	           3	6, RUE PHILIBERT-DELORME	1 (11) 500 555-0134
	      27962	A		AW00027962	05.11.1949	S	F	REBEKAH20@ADVENTURE-WORKS.COM	  80.000,000	HIGH SCHOOL	MANAGEMENT	        00001	           3	8, RUE DES VENDANGEURS	1 (11) 500 555-0123
	      27963	A		AW00027963	26.08.1949	M	F	KENDRA12@ADVENTURE-WORKS.COM	 120.000,000	PARTIAL COLLEGE	MANAGEMENT	        00001	           3	PLATZ DES LANDTAGS 12	1 (11) 500 555-0118
	      27964	A		AW00027964	14.05.1949	S	F	ALICIA8@ADVENTURE-WORKS.COM	 150.000,000	HIGH SCHOOL	MANAGEMENT	        00000	           4	388 FRAYNE LANE	1 (11) 500 555-0175
	      27965	A		AW00027965	13.05.1949	S	F	MEREDITH23@ADVENTURE-WORKS.COM	 160.000,000	HIGH SCHOOL	MANAGEMENT	        00000	           4	5175 ELM RD.	1 (11) 500 555-0111
	      27966	A		AW00027966	13.02.1948	S	F	JENNY4@ADVENTURE-WORKS.COM	  80.000,000	HIGH SCHOOL	MANAGEMENT	        00001	           4	3738, CHAUSS?E DE TOURNAI	1 (11) 500 555-0178
	      27967	A		AW00027967	25.12.1947	S	F	STEFANIE2@ADVENTURE-WORKS.COM	 170.000,000	PARTIAL HIGH SCHOOL	PROFESSIONAL	        00000	           4	8980 LOGAN COURT	1 (11) 500 555-0113
